City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
192,Okahandja,NA,-21.9833,16.9167,60.8,77,100,0.36,light rain,2021-03-15 03:35:29
193,Sal Rei,CV,16.1833,-22.9167,66.2,94,20,10.36,few clouds,2021-03-15 03:35:29
194,San Patricio,US,28.017,-97.5169,59.0,82,75,3.44,broken clouds,2021-03-15 03:35:29
195,Pacific Grove,US,36.6177,-121.9166,55.4,76,90,13.8,overcast clouds,2021-03-15 03:35:30
196,Janauba,BR,-15.8025,-43.3089,66.81,71,31,5.86,scattered clouds,2021-03-15 03:35:30
197,Nemuro,JP,43.3236,145.575,42.8,65,20,13.8,few clouds,2021-03-15 03:35:31
198,Dingle,PH,10.9995,122.6711,85.73,69,5,6.89,clear sky,2021-03-15 03:25:56
199,Oussouye,SN,12.485,-16.5469,73.4,88,0,5.55,clear sky,2021-03-15 03:32:02
200,Clyde River,CA,70.4692,-68.5914,-7.6,84,1,27.63,snow,2021-03-15 03:35:32
201,Korla,CN,41.7597,86.1469,55.06,31,38,14.41,scattered clouds,2021-03-15 03:24:17
202,Ananas,HT,19.2466,-71.9557,63.39,90,3,3.13,clear sky,2021-03-15 03:35:32
203,Vao,NC,-22.6667,167.4833,76.68,80,0,16.2,clear sky,2021-03-15 03:25:35
204,Gorontalo,ID,0.5412,123.0595,88.81,61,64,4.92,broken clouds,2021-03-15 03:35:33
205,Santa Helena De Goias,BR,-17.8136,-50.5969,70.14,83,98,1.05,overcast clouds,2021-03-15 03:35:11
206,Hennebont,FR,47.8051,-3.2734,50.0,87,90,10.36,overcast clouds,2021-03-15 03:35:34
207,Cherskiy,RU,68.75,161.3,-10.64,89,93,8.21,overcast clouds,2021-03-15 03:26:10
208,Linguere,SN,15.3953,-15.1193,75.2,29,0,4.61,clear sky,2021-03-15 03:35:34
209,San Alberto,CO,7.7611,-73.3922,77.52,77,100,4.34,overcast clouds,2021-03-15 03:35:34
210,Timra,SE,62.487,17.3257,33.01,100,90,2.3,overcast clouds,2021-03-15 03:35:35
211,Lompoc,US,34.6391,-120.4579,51.8,71,75,3.44,broken clouds,2021-03-15 03:26:34
212,College,US,64.8569,-147.8028,15.8,38,20,3.29,few clouds,2021-03-15 03:35:35
213,Mangan,IN,27.5167,88.5333,73.62,49,0,5.12,clear sky,2021-03-15 03:35:36
214,Asau,RO,46.4333,26.4,42.01,57,100,4.09,light rain,2021-03-15 03:35:36
215,Pasir Gudang,MY,1.4584,103.8805,87.8,62,75,11.5,broken clouds,2021-03-15 03:35:37
216,Buenavista,PH,8.9769,125.4089,89.28,62,11,2.91,few clouds,2021-03-15 03:35:37
217,Beloha,MG,-25.1667,45.05,72.01,78,0,10.6,clear sky,2021-03-15 03:35:37
218,Northam,GB,51.0333,-4.2167,48.0,93,5,17.0,clear sky,2021-03-15 03:26:43
219,Astoria,US,46.1879,-123.8313,44.01,70,75,13.8,broken clouds,2021-03-15 03:35:38
220,El Retorno,CO,2.3302,-72.6276,72.95,94,100,2.33,overcast clouds,2021-03-15 03:35:38
221,Katsuura,JP,35.1333,140.3,62.6,41,40,11.5,scattered clouds,2021-03-15 03:35:39
222,Bereda,ES,43.2686,-7.5406,39.0,100,43,1.01,scattered clouds,2021-03-15 03:35:39
223,Nanchang,CN,28.6833,115.8833,76.73,64,9,10.85,clear sky,2021-03-15 03:35:39
224,Cabra,ES,37.4725,-4.4421,44.6,76,0,3.44,clear sky,2021-03-15 03:35:40
225,Dvinskoy,RU,62.1535,45.1175,25.07,93,100,8.08,overcast clouds,2021-03-15 03:35:40
226,Kiunga,PG,-6.1219,141.2906,92.93,51,19,2.37,few clouds,2021-03-15 03:27:45
227,Bambous Virieux,MU,-20.3428,57.7575,77.0,94,75,2.3,moderate rain,2021-03-15 03:35:41
228,Gat,IL,31.61,34.7642,55.0,100,99,5.99,overcast clouds,2021-03-15 03:35:41
229,Hovd,MN,48.0056,91.6419,19.17,22,100,4.05,light snow,2021-03-15 03:27:36
230,Lebu,CL,-37.6167,-73.65,54.57,93,1,1.66,clear sky,2021-03-15 03:35:42
231,Faya,SA,18.3851,42.4509,59.0,41,0,3.02,clear sky,2021-03-15 03:35:42
232,Suratgarh,IN,29.3167,73.9,81.41,26,66,3.6,broken clouds,2021-03-15 03:35:43
233,Rio Grande,BR,-32.035,-52.0986,68.29,76,9,7.78,clear sky,2021-03-15 03:35:43
234,Chumikan,RU,54.7183,135.315,28.47,93,100,8.16,overcast clouds,2021-03-15 03:35:43
235,Half Moon Bay,US,37.4636,-122.4286,51.01,93,90,19.57,overcast clouds,2021-03-15 03:30:55
236,Torbay,CA,47.6666,-52.7314,27.0,93,90,5.75,snow,2021-03-15 03:25:59
237,Acapulco,MX,16.8634,-99.8901,78.8,78,20,3.44,few clouds,2021-03-15 03:33:20
238,Viljoenskroon,ZA,-27.2084,26.9485,51.01,90,0,4.74,clear sky,2021-03-15 03:35:44
239,Marsaxlokk,MT,35.8419,14.5431,55.4,62,40,24.16,scattered clouds,2021-03-15 03:35:45
240,Trincomalee,LK,8.5711,81.2335,82.71,65,21,11.3,few clouds,2021-03-15 03:35:45
241,Doka,SD,13.5167,35.7667,76.6,41,0,7.18,clear sky,2021-03-15 03:35:45
242,Rtishchevo,RU,52.2604,43.7874,21.69,90,100,14.67,overcast clouds,2021-03-15 03:35:46
243,Longyearbyen,SJ,78.2186,15.6401,-0.4,60,20,10.36,few clouds,2021-03-15 03:35:46
244,Musoma,TZ,-1.5,33.8,68.0,83,20,8.46,few clouds,2021-03-15 03:35:47
245,Ulaanbaatar,MN,47.9077,106.8832,12.2,48,0,17.9,clear sky,2021-03-15 03:25:31
246,Kadoma,JP,34.7333,135.5833,64.0,44,40,6.91,scattered clouds,2021-03-15 03:35:47
247,San Andres,CO,12.5847,-81.7006,80.6,74,20,10.36,few clouds,2021-03-15 03:31:19
248,Bowen,AU,-20.0167,148.2333,87.8,55,40,9.22,scattered clouds,2021-03-15 03:35:48
249,Domoni,KM,-12.2569,44.5319,80.87,79,92,3.29,light rain,2021-03-15 03:35:48
250,Avanigadda,IN,16.0215,80.9181,84.2,74,40,4.61,scattered clouds,2021-03-15 03:35:49
251,Evensk,RU,61.95,159.2333,1.44,78,30,0.13,scattered clouds,2021-03-15 03:35:49
252,Qaanaaq,GL,77.484,-69.3632,-6.86,59,99,8.72,overcast clouds,2021-03-15 03:35:45
253,Trenton,US,40.217,-74.7429,34.0,34,1,17.27,clear sky,2021-03-15 03:35:50
254,Lorengau,PG,-2.0226,147.2712,85.17,66,98,7.43,overcast clouds,2021-03-15 03:27:39
255,Pindamonhangaba,BR,-22.9239,-45.4617,69.8,88,90,2.3,overcast clouds,2021-03-15 03:35:50
256,Dhangadhi,NP,28.7079,80.5961,80.24,22,0,3.06,clear sky,2021-03-15 03:35:51
257,Norman Wells,CA,65.282,-126.8329,-5.8,77,75,6.91,light snow,2021-03-15 03:35:27
258,Sabha,LY,27.0377,14.4283,55.09,73,44,15.99,scattered clouds,2021-03-15 03:35:51
259,Smithers,CA,54.7804,-127.1743,30.2,47,40,10.36,scattered clouds,2021-03-15 03:35:07
260,Tabatinga,BR,-4.2525,-69.9381,77.0,100,75,3.44,moderate rain,2021-03-15 03:35:52
261,Inuvik,CA,68.3499,-133.7218,-7.6,77,98,6.91,overcast clouds,2021-03-15 03:32:09
262,Portland,US,45.5234,-122.6762,43.0,87,100,1.01,overcast clouds,2021-03-15 03:33:04
263,Iraga,PH,17.7015,121.6546,83.75,69,78,2.3,broken clouds,2021-03-15 03:35:52
264,Totness,SR,5.8833,-56.3167,76.66,89,100,10.13,overcast clouds,2021-03-15 03:35:53
265,Kitimat,CA,54.0524,-128.6534,30.2,80,75,4.61,broken clouds,2021-03-15 03:35:53
266,Faanui,PF,-16.4833,-151.75,83.14,74,28,10.27,scattered clouds,2021-03-15 03:35:54
267,Codrington,AU,-38.2667,141.9667,64.9,72,97,10.09,overcast clouds,2021-03-15 03:35:54
268,Kovdor,RU,67.5662,30.4758,22.37,96,100,1.45,overcast clouds,2021-03-15 03:32:31
269,Loukhi,RU,66.0764,33.0381,25.54,97,96,1.99,overcast clouds,2021-03-15 03:35:55
270,Shimoda,JP,34.6667,138.95,59.0,47,20,6.91,few clouds,2021-03-15 03:35:55
271,Alofi,NU,-19.0595,-169.9187,84.2,70,100,5.75,overcast clouds,2021-03-15 03:26:40
272,Port-Gentil,GA,-0.7193,8.7815,78.96,82,100,7.7,overcast clouds,2021-03-15 03:26:26
273,Nagorsk,RU,59.3172,50.8078,22.69,94,94,9.26,overcast clouds,2021-03-15 03:35:56
274,Airai,TL,-8.9266,125.4092,73.08,69,99,1.14,overcast clouds,2021-03-15 03:22:48
275,Rocha,UY,-34.4833,-54.3333,58.93,89,1,2.86,clear sky,2021-03-15 03:26:10
276,Seoul,KR,37.5683,126.9778,59.0,47,99,8.05,overcast clouds,2021-03-15 03:34:58
277,Ketchikan,US,55.3422,-131.6461,30.2,80,40,3.44,scattered clouds,2021-03-15 03:35:57
278,Tongzi,CN,28.7829,105.0877,77.63,45,29,4.25,scattered clouds,2021-03-15 03:35:58
279,Tabou,CI,4.423,-7.3528,77.25,89,100,5.3,light rain,2021-03-15 03:35:58
280,Chapais,CA,49.7834,-74.8492,-7.6,64,90,11.5,overcast clouds,2021-03-15 03:32:43
281,Batagay-Alyta,RU,67.8006,130.4114,3.83,70,69,4.74,broken clouds,2021-03-15 03:27:04
282,Kupang,ID,-10.1667,123.5833,86.0,74,20,6.91,few clouds,2021-03-15 03:35:59
283,Ippy,CF,6.2679,21.2247,68.09,91,100,3.67,overcast clouds,2021-03-15 03:36:00
284,Tasiilaq,GL,65.6145,-37.6368,24.8,54,90,26.46,light snow,2021-03-15 03:36:00
285,Saint-Louis,SN,16.3333,-15.0,73.4,28,0,8.14,clear sky,2021-03-15 03:36:00
286,Yulara,AU,-25.2406,130.9889,75.2,20,0,19.57,clear sky,2021-03-15 03:36:01
287,Vradiyivka,UA,47.862,30.5919,36.66,95,100,8.03,overcast clouds,2021-03-15 03:36:01
288,Hamilton,US,39.1834,-84.5333,46.4,36,1,14.97,clear sky,2021-03-15 03:27:41
289,Kudahuvadhoo,MV,2.6708,72.8944,83.44,69,96,7.11,overcast clouds,2021-03-15 03:36:02
290,Mogadishu,SO,2.0371,45.3438,79.68,82,92,10.65,overcast clouds,2021-03-15 03:24:04
291,Akdepe,TM,42.0551,59.3788,17.6,86,100,6.91,overcast clouds,2021-03-15 03:36:03
292,San Cristobal,VE,7.7669,-72.225,77.0,78,75,5.75,broken clouds,2021-03-15 03:36:03
293,Goderich,CA,43.7501,-81.7165,26.6,50,0,6.91,clear sky,2021-03-15 03:36:03
294,Vila Velha,BR,-20.3297,-40.2925,77.0,83,0,2.3,clear sky,2021-03-15 03:36:04
295,Dzhebariki-Khaya,RU,62.2167,135.8,17.44,80,100,3.2,overcast clouds,2021-03-15 03:36:04
296,Cooma,AU,-36.2333,149.1333,62.6,45,0,10.36,clear sky,2021-03-15 03:36:05
297,San Quintin,MX,30.4833,-115.95,54.28,84,74,15.75,broken clouds,2021-03-15 03:35:02
298,Dikson,RU,73.5069,80.5464,-23.46,97,100,12.3,overcast clouds,2021-03-15 03:36:05
299,Chuchkovo,RU,54.2693,41.4465,26.24,91,97,15.21,light snow,2021-03-15 03:36:06
300,Toma,BF,12.7667,-2.8833,72.1,25,1,2.53,clear sky,2021-03-15 03:36:06
301,Santa Cruz,BO,-17.8,-63.1667,71.6,94,75,2.3,broken clouds,2021-03-15 03:36:06
302,Peleduy,RU,59.6289,112.7406,11.23,85,84,13.18,broken clouds,2021-03-15 03:36:07
303,Souillac,MU,-20.5167,57.5167,77.0,94,75,2.3,moderate rain,2021-03-15 03:26:49
304,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.65,97,80,0.36,broken clouds,2021-03-15 03:35:52
305,Bulnes,CL,-36.7423,-72.2985,55.4,100,2,4.61,clear sky,2021-03-15 03:36:07
306,Belmonte,BR,-15.8631,-38.8828,73.4,88,20,2.3,few clouds,2021-03-15 03:26:14
307,Mus,TR,39.0,41.75,24.71,96,100,4.97,light snow,2021-03-15 03:36:08
308,Bradford,GB,53.7939,-1.7521,45.0,49,37,3.0,scattered clouds,2021-03-15 03:36:08
309,Puerto Penasco,MX,31.3167,-113.5333,57.99,75,11,1.99,few clouds,2021-03-15 03:36:09
310,Terrace,CA,54.5163,-128.6035,30.2,80,75,4.61,broken clouds,2021-03-15 03:32:21
311,Mvuma,ZW,-19.2792,30.5283,56.64,95,43,6.24,scattered clouds,2021-03-15 03:36:09
312,Basco,PH,20.4487,121.9702,76.21,81,66,21.41,broken clouds,2021-03-15 03:36:10
313,Ilanskiy,RU,56.2358,96.065,12.69,74,100,3.33,overcast clouds,2021-03-15 03:36:10
314,Omboue,GA,-1.5746,9.2618,76.55,89,100,8.23,overcast clouds,2021-03-15 03:24:39
315,Uyuni,BO,-20.4597,-66.825,52.16,60,76,12.08,broken clouds,2021-03-15 03:36:11
316,Brownwood,US,31.7093,-98.9912,51.8,46,1,9.93,clear sky,2021-03-15 03:36:11
317,Lannion,FR,48.75,-3.4167,50.0,87,90,19.57,overcast clouds,2021-03-15 03:36:11
318,Lerwick,GB,60.1545,-1.1494,41.0,87,40,8.05,scattered clouds,2021-03-15 03:36:12
319,Coihaique,CL,-45.5752,-72.0662,51.67,95,22,5.23,few clouds,2021-03-15 03:36:12
320,Jiblah,YE,13.9216,44.1467,62.11,33,22,5.37,few clouds,2021-03-15 03:36:13
321,Sola,VU,-13.8833,167.55,87.8,74,75,4.61,broken clouds,2021-03-15 03:35:53
322,Ouango,CF,4.3133,22.5552,71.06,94,100,3.49,overcast clouds,2021-03-15 03:36:13
323,Aksu,CN,41.1231,80.2644,59.68,23,30,4.38,scattered clouds,2021-03-15 03:36:14
324,Zwickau,DE,50.7167,12.4833,36.0,82,88,9.82,overcast clouds,2021-03-15 03:36:14
325,Quimper,FR,48.0,-4.1,50.0,87,90,13.8,overcast clouds,2021-03-15 03:36:15
326,Lufilufi,WS,-13.8745,-171.5986,91.4,70,40,12.66,scattered clouds,2021-03-15 03:36:15
327,Durban,ZA,-29.8579,31.0292,75.0,88,0,6.91,clear sky,2021-03-15 03:36:15
328,Upernavik,GL,72.7868,-56.1549,-7.73,99,99,6.29,overcast clouds,2021-03-15 03:36:16
329,Prado,BR,-17.3411,-39.2208,74.3,84,0,4.25,clear sky,2021-03-15 03:35:32
330,Pishin,PK,30.5803,66.9961,61.02,26,27,1.95,scattered clouds,2021-03-15 03:36:16
331,Christchurch,NZ,-43.5333,172.6333,73.0,49,100,9.22,overcast clouds,2021-03-15 03:35:20
332,Juneau,US,58.3019,-134.4197,26.6,50,90,12.66,overcast clouds,2021-03-15 03:36:17
333,Hualmay,PE,-11.0964,-77.6139,72.9,75,92,4.18,overcast clouds,2021-03-15 03:36:18
334,Pochutla,MX,15.7432,-96.4661,78.01,83,0,3.78,clear sky,2021-03-15 03:36:18
335,Wanaka,NZ,-44.7,169.15,64.0,87,95,1.01,overcast clouds,2021-03-15 03:36:18
336,Chuy,UY,-33.6971,-53.4616,62.42,82,0,2.93,clear sky,2021-03-15 03:36:19
337,Stellenbosch,ZA,-33.9346,18.8668,60.8,88,75,17.27,light rain,2021-03-15 03:36:19
338,Brainerd,US,46.358,-94.2008,28.4,46,1,9.22,clear sky,2021-03-15 03:32:23
339,Lima,PE,-12.0432,-77.0282,77.0,73,0,8.05,clear sky,2021-03-15 03:32:57
340,Namatanai,PG,-3.6667,152.4333,84.29,65,95,5.61,overcast clouds,2021-03-15 03:23:12
341,Bairnsdale,AU,-37.8333,147.6167,73.99,48,1,1.99,clear sky,2021-03-15 03:36:20
342,Lebane,RS,42.9239,21.7375,46.4,76,20,1.14,few clouds,2021-03-15 03:36:20
343,Malakal,SS,9.5334,31.6605,83.71,35,88,1.77,overcast clouds,2021-03-15 03:36:21
344,Yumen,CN,40.2833,97.2,40.82,20,55,20.96,broken clouds,2021-03-15 03:34:23
345,Pangkalanbuun,ID,-2.6833,111.6167,94.96,45,67,1.21,broken clouds,2021-03-15 03:35:05
346,Dali,CN,25.7,100.1833,67.89,32,0,6.22,clear sky,2021-03-15 03:36:22
347,Isangel,VU,-19.55,169.2667,78.8,94,75,7.25,broken clouds,2021-03-15 03:36:13
348,Sur,OM,22.5667,59.5289,80.58,41,0,5.08,clear sky,2021-03-15 03:31:38
349,Lahaina,US,20.8783,-156.6825,77.0,94,40,5.75,scattered clouds,2021-03-15 03:35:22
350,Salinopolis,BR,-0.6136,-47.3561,77.85,86,2,5.44,clear sky,2021-03-15 03:36:23
351,Abomey,BJ,7.1829,1.9912,77.09,77,98,6.55,overcast clouds,2021-03-15 03:36:23
352,Grindavik,IS,63.8424,-22.4338,37.4,93,75,9.22,broken clouds,2021-03-15 03:27:31
353,Trairi,BR,-3.2778,-39.2689,75.76,89,1,4.34,clear sky,2021-03-15 03:36:24
354,Birao,CF,10.2849,22.7882,74.93,21,68,4.85,broken clouds,2021-03-15 03:36:24
355,Tisul,RU,55.7611,88.3122,13.35,81,100,7.45,overcast clouds,2021-03-15 03:36:24
356,Veliki Crljeni,RS,44.4675,20.2844,44.01,100,90,11.5,overcast clouds,2021-03-15 03:36:25
357,Broken Hill,AU,-31.95,141.4333,71.6,26,0,14.97,clear sky,2021-03-15 03:36:25
358,Obo,CF,5.3998,26.4869,67.33,91,86,2.77,overcast clouds,2021-03-15 03:36:26
359,Taoudenni,ML,22.6783,-3.9836,69.28,37,93,12.8,overcast clouds,2021-03-15 03:36:26
360,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.74,90,46,11.1,scattered clouds,2021-03-15 03:36:26
361,Piacabucu,BR,-10.4056,-36.4344,76.28,77,100,5.14,overcast clouds,2021-03-15 03:36:27
362,El Alto,PE,-4.2714,-81.2147,75.6,75,99,6.55,overcast clouds,2021-03-15 03:31:57
363,Vicksburg,US,32.3526,-90.8779,75.2,73,90,13.8,overcast clouds,2021-03-15 03:36:27
364,Ziniare,BF,12.5822,-1.2983,78.8,25,24,3.44,few clouds,2021-03-15 03:36:28
365,Pombas,CV,17.1503,-25.0201,68.0,77,20,21.85,few clouds,2021-03-15 03:36:28
366,Ambilobe,MG,-13.2,49.05,75.88,91,18,1.92,few clouds,2021-03-15 03:36:29
367,Vestmannaeyjar,IS,63.4427,-20.2734,40.66,87,100,21.09,overcast clouds,2021-03-15 03:31:53
368,Marystown,CA,47.1666,-55.1483,26.13,79,100,10.02,overcast clouds,2021-03-15 03:32:08
369,Sistranda,NO,63.7256,8.834,35.6,100,75,9.22,light rain,2021-03-15 03:36:29
370,Yankton,US,42.8711,-97.3973,32.0,100,90,17.27,light snow,2021-03-15 03:31:59
371,Big Spring,US,32.2504,-101.4787,57.99,26,1,14.97,clear sky,2021-03-15 03:36:30
372,Khorramshahr,IR,30.4397,48.1664,53.6,62,0,3.89,clear sky,2021-03-15 03:36:30
373,Mwene-Ditu,CD,-7.0,23.45,63.3,97,84,3.8,broken clouds,2021-03-15 03:36:31
374,Beringovskiy,RU,63.05,179.3167,9.1,87,100,10.87,overcast clouds,2021-03-15 03:36:31
375,Sovetskiy,RU,61.3614,63.5842,13.21,88,49,9.35,scattered clouds,2021-03-15 03:36:32
376,Tuatapere,NZ,-46.1333,167.6833,57.99,77,80,14.0,broken clouds,2021-03-15 03:34:51
377,Mahon,ES,39.8885,4.2658,51.8,71,40,12.66,scattered clouds,2021-03-15 03:36:32
378,Solms,DE,50.7667,9.6,37.99,91,100,11.61,overcast clouds,2021-03-15 03:36:33
379,Malazgirt,TR,39.1427,42.5401,27.63,83,100,2.04,overcast clouds,2021-03-15 03:36:33
380,Jalu,LY,29.0331,21.5482,55.27,55,0,8.34,clear sky,2021-03-15 03:36:33
381,Svetlyy,RU,54.675,20.1347,37.4,87,75,11.18,broken clouds,2021-03-15 03:36:34
382,Catia La Mar,VE,10.6038,-67.0303,68.0,87,65,10.36,broken clouds,2021-03-15 03:36:34
383,Abu Kamal,SY,34.4506,40.9171,58.77,37,97,8.55,overcast clouds,2021-03-15 03:36:34
